Longitude	Latitude	Altitude	Fix	Time	Date	Speed
-1.353418	51.822681	125	3D+	14:46:12	06/15/2003	0
-1.353417	51.822668	125	3D+	14:46:13	06/15/2003	4
-1.353417	51.822648	125	3D+	14:46:14	06/15/2003	7
-1.353415	51.822609	126	3D+	14:46:15	06/15/2003	12
-1.353384	51.822539	126	3D+	14:46:16	06/15/2003	26
-1.353324	51.822468	127	3D+	14:46:17	06/15/2003	28
-1.353191	51.82238	127	3D+	14:46:18	06/15/2003	43
-1.352985	51.822298	128	3D+	14:46:19	06/15/2003	52
-1.352737	51.822256	128	3D+	14:46:20	06/15/2003	60
-1.352475	51.822238	130	3D+	14:46:21	06/15/2003	60
-1.352213	51.822214	130	3D+	14:46:22	06/15/2003	60
-1.351951	51.822196	132	3D+	14:46:23	06/15/2003	59
-1.35169	51.822197	133	3D+	14:46:24	06/15/2003	61
-1.351429	51.822211	134	3D+	14:46:25	06/15/2003	60
-1.351182	51.822225	136	3D+	14:46:26	06/15/2003	58
-1.350936	51.822239	137	3D+	14:46:27	06/15/2003	57
-1.350703	51.822233	139	3D+	14:46:28	06/15/2003	55
-1.350471	51.82224	141	3D+	14:46:29	06/15/2003	56
-1.350268	51.822254	142	3D+	14:46:30	06/15/2003	48
-1.350065	51.82228	144	3D+	14:46:31	06/15/2003	48
-1.349907	51.82233	146	3D+	14:46:32	06/15/2003	43
-1.349793	51.822407	147	3D+	14:46:33	06/15/2003	41
-1.349737	51.822489	148	3D+	14:46:34	06/15/2003	35
-1.349767	51.822551	151	3D+	14:46:35	06/15/2003	23
-1.349869	51.82258	152	3D+	14:46:36	06/15/2003	19
-1.35	51.822577	153	3D+	14:46:37	06/15/2003	16
-1.3501	51.822537	154	3D+	14:46:38	06/15/2003	18
-1.350184	51.822444	156	3D+	14:46:39	06/15/2003	29
-1.350195	51.822335	157	3D+	14:46:40	06/15/2003	36
-1.350133	51.822206	158	3D+	14:46:41	06/15/2003	47
-1.350012	51.822089	160	3D+	14:46:42	06/15/2003	48
-1.349936	51.821961	161	3D+	14:46:43	06/15/2003	45
-1.349903	51.82185	163	3D+	14:46:44	06/15/2003	38
-1.34987	51.82174	166	3D+	14:46:45	06/15/2003	38
-1.349896	51.821635	167	3D+	14:46:46	06/15/2003	36
-1.349935	51.821493	168	3D+	14:46:47	06/15/2003	47
-1.349959	51.821344	170	3D+	14:46:48	06/15/2003	52
-1.349969	51.821202	171	3D+	14:46:49	06/15/2003	51
-1.349965	51.82106	172	3D+	14:46:50	06/15/2003	50
-1.349917	51.82092	171	3D+	14:46:51	06/15/2003	53
-1.349797	51.820794	171	3D+	14:46:52	06/15/2003	54
-1.349648	51.820661	171	3D+	14:46:53	06/15/2003	63
-1.349471	51.820542	170	3D+	14:46:54	06/15/2003	62
-1.349251	51.820462	169	3D+	14:46:55	06/15/2003	59
-1.348989	51.82042	169	3D+	14:46:56	06/15/2003	64
-1.348755	51.820358	169	3D+	14:46:57	06/15/2003	60
-1.348578	51.82027	169	3D+	14:46:58	06/15/2003	54
-1.34843	51.820162	170	3D+	14:46:59	06/15/2003	55
-1.348295	51.820047	171	3D+	14:47:00	06/15/2003	56
-1.348132	51.819932	172	3D+	14:47:01	06/15/2003	60
-1.34794	51.819813	173	3D+	14:47:02	06/15/2003	64
-1.347748	51.819705	173	3D+	14:47:03	06/15/2003	63
-1.347586	51.819605	173	3D+	14:47:04	06/15/2003	56
-1.347451	51.819489	174	3D+	14:47:05	06/15/2003	54
-1.347346	51.819374	175	3D+	14:47:06	06/15/2003	54
-1.347299	51.819259	175	3D+	14:47:07	06/15/2003	44
-1.347339	51.819149	176	3D+	14:47:08	06/15/2003	42
-1.347452	51.819033	176	3D+	14:47:09	06/15/2003	48
-1.347622	51.818903	176	3D+	14:47:10	06/15/2003	59
-1.347807	51.818799	176	3D+	14:47:11	06/15/2003	57
-1.348008	51.818707	176	3D+	14:47:12	06/15/2003	55
-1.348209	51.81864	177	3D+	14:47:13	06/15/2003	52
-1.348396	51.818605	178	3D+	14:47:14	06/15/2003	42
-1.348557	51.81863	177	3D+	14:47:15	06/15/2003	34
-1.348718	51.818698	177	3D+	14:47:16	06/15/2003	39
-1.348852	51.818812	177	3D+	14:47:17	06/15/2003	48
-1.348959	51.818978	177	3D+	14:47:18	06/15/2003	62
-1.349108	51.819131	176	3D+	14:47:19	06/15/2003	61
-1.349272	51.819271	175	3D+	14:47:20	06/15/2003	60
-1.34945	51.819391	175	3D+	14:47:21	06/15/2003	59
-1.349656	51.819492	174	3D+	14:47:22	06/15/2003	57
-1.349875	51.819535	174	3D+	14:47:23	06/15/2003	53
-1.350078	51.819514	173	3D+	14:47:24	06/15/2003	49
-1.35025	51.819437	172	3D+	14:47:25	06/15/2003	51
-1.350392	51.819327	172	3D+	14:47:26	06/15/2003	54
-1.350505	51.819218	171	3D+	14:47:27	06/15/2003	48
-1.350574	51.819109	171	3D+	14:47:28	06/15/2003	43
-1.350585	51.818994	170	3D+	14:47:29	06/15/2003	42
-1.350552	51.818848	169	3D+	14:47:30	06/15/2003	52
-1.350503	51.81867	168	3D+	14:47:31	06/15/2003	64
-1.350484	51.818487	166	3D+	14:47:32	06/15/2003	67
-1.350479	51.818314	166	3D+	14:47:33	06/15/2003	65
-1.350489	51.818168	165	3D+	14:47:34	06/15/2003	54
-1.350558	51.818047	164	3D+	14:47:35	06/15/2003	48
-1.350686	51.817962	164	3D+	14:47:36	06/15/2003	44
