longitude	latitude
-1.327184	51.791653
-1.327136	51.791469
-1.327043	51.791284
-1.326922	51.791095
-1.326772	51.790924
-1.326608	51.79076
-1.326487	51.790583
-1.326381	51.790406
-1.326303	51.790222
-1.326254	51.790044
-1.326162	51.789873
-1.326027	51.789714
-1.325878	51.78955
-1.325728	51.789386
-1.325564	51.789228
-1.325386	51.789083
-1.325236	51.788924
-1.325116	51.78876
-1.32498	51.788601
-1.324846	51.788444
-1.32471	51.788279
-1.324604	51.788109
-1.324541	51.787937
-1.324522	51.787764
-1.324517	51.787586
-1.324483	51.787408
-1.324419	51.787224
-1.324327	51.787052
-1.324221	51.786875
-1.324129	51.786698
-1.324023	51.786532
-1.323888	51.786381
-1.323738	51.786222
-1.323589	51.786071
-1.323439	51.785913
-1.323319	51.785741
-1.323227	51.785564
-1.323163	51.78538
-1.323114	51.7852
-1.323023	51.785029
-1.322902	51.78487
-1.322781	51.784704
-1.32266	51.78454
-1.322453	51.784395
-1.322261	51.784244
-1.322054	51.784112
-1.321861	51.783966
-1.321669	51.783834
-1.321477	51.783714
-1.32127	51.783588
-1.32105	51.783481
-1.320801	51.783389
-1.320551	51.783289
-1.320302	51.783202
-1.320054	51.783135
-1.319762	51.783061
-1.319486	51.783013
-1.319181	51.782991
-1.318876	51.782975
-1.318571	51.782941
-1.318293	51.782879
-1.318059	51.782792
-1.317824	51.782705
-1.317633	51.782592
-1.317426	51.782472
-1.317206	51.782372
-1.317001	51.782309
-1.316812	51.782286
-1.315383	51.78146
-1.315502	51.781549
-1.315709	51.781714
-1.315813	51.781795
-1.315917	51.781871
-1.316006	51.781935
-1.316109	51.782004
