Longitude	Latitude	Altitude	Fix	Time	Date	Speed	
-1.353415	51.82267	135	3D+	14:13:04	06/09/03	0
-1.353401	51.822683	135	3D+	14:13:22	06/09/03	1
-1.353415	51.822663	136	3D+	14:13:26	06/09/03	1
-1.353415	51.822663	136	3D+	14:13:27	06/09/03	1
-1.353385	51.822644	136	3D+	14:13:28	06/09/03	9
-1.353384	51.822612	136	3D+	14:13:29	06/09/03	10
-1.353397	51.822554	136	3D+	14:13:30	06/09/03	24
-1.35338	51.822464	137	3D+	14:13:31	06/09/03	33
-1.353406	51.822374	137	3D+	14:13:32	06/09/03	32
-1.353491	51.822296	137	3D+	14:13:33	06/09/03	36
-1.353575	51.822203	139	3D+	14:13:34	06/09/03	38
-1.353616	51.822126	139	3D+	14:13:35	06/09/03	29
-1.353584	51.822029	140	3D+	14:13:36	06/09/03	37
-1.353479	51.82194	140	3D+	14:13:37	06/09/03	41
-1.353347	51.82187	141	3D+	14:13:38	06/09/03	43
-1.353171	51.821833	142	3D+	14:13:39	06/09/03	44
-1.352997	51.821826	144	3D+	14:13:40	06/09/03	45
-1.352823	51.821834	145	3D+	14:13:41	06/09/03	40
-1.352678	51.821847	146	3D+	14:13:42	06/09/03	37
-1.352562	51.821879	147	3D+	14:13:43	06/09/03	33
-1.352463	51.821961	149	3D+	14:13:44	06/09/03	36
-1.35235	51.822064	150	3D+	14:13:45	06/09/03	44
-1.352164	51.822174	150	3D+	14:13:46	06/09/03	61
-1.351935	51.822284	151	3D+	14:13:47	06/09/03	65
-1.351691	51.822363	152	3D+	14:13:48	06/09/03	66
-1.351446	51.822429	152	3D+	14:13:49	06/09/03	64
-1.351201	51.822482	153	3D+	14:13:50	06/09/03	58
-1.350984	51.822503	153	3D+	14:13:51	06/09/03	54
-1.350766	51.822498	154	3D+	14:13:52	06/09/03	52
-1.350562	51.822481	154	3D+	14:13:53	06/09/03	53
-1.350344	51.822457	155	3D+	14:13:54	06/09/03	55
-1.350154	51.822414	155	3D+	14:13:55	06/09/03	51
-1.349978	51.822364	155	3D+	14:13:56	06/09/03	50
-1.349817	51.822301	156	3D+	14:13:57	06/09/03	48
-1.349713	51.822238	156	3D+	14:13:58	06/09/03	42
-1.349682	51.822166	157	3D+	14:13:59	06/09/03	33
-1.349752	51.822088	158	3D+	14:14:00	06/09/03	33
-1.349879	51.821984	158	3D+	14:14:01	06/09/03	45
-1.349948	51.821874	159	3D+	14:14:02	06/09/03	44
-1.350032	51.821764	160	3D+	14:14:03	06/09/03	44
-1.350072	51.821641	160	3D+	14:14:04	06/09/03	51
-1.350039	51.821537	162	3D+	14:14:05	06/09/03	45
-1.35005	51.821428	162	3D+	14:14:06	06/09/03	44
-1.350076	51.821316	164	3D+	14:14:07	06/09/03	45
-1.350101	51.821206	165	3D+	14:14:08	06/09/03	44
-1.350097	51.821083	167	3D+	14:14:09	06/09/03	50
-1.350064	51.820954	168	3D+	14:14:10	06/09/03	56
-1.349987	51.820831	170	3D+	14:14:11	06/09/03	54
-1.34984	51.820761	171	3D+	14:14:12	06/09/03	51
-1.349693	51.820704	172	3D+	14:14:13	06/09/03	45
-1.349546	51.820639	174	3D+	14:14:14	06/09/03	43
-1.349442	51.820576	175	3D+	14:14:15	06/09/03	40
-1.349396	51.82051	176	3D+	14:14:16	06/09/03	34
-1.349408	51.820438	178	3D+	14:14:17	06/09/03	29
-1.349521	51.820358	180	3D+	14:14:18	06/09/03	36
-1.349708	51.820297	181	3D+	14:14:19	06/09/03	43
-1.349953	51.820242	182	3D+	14:14:20	06/09/03	52
-1.350154	51.820187	184	3D+	14:14:21	06/09/03	46
-1.350341	51.820139	185	3D+	14:14:22	06/09/03	39
-1.350469	51.820091	186	3D+	14:14:23	06/09/03	32
-1.350555	51.820039	187	3D+	14:14:24	06/09/03	25
-1.350552	51.819967	188	3D+	14:14:25	06/09/03	24
-1.350476	51.819858	189	3D+	14:14:26	06/09/03	45
-1.350444	51.819736	189	3D+	14:14:27	06/09/03	44
-1.350469	51.819619	191	3D+	14:14:28	06/09/03	41
-1.350553	51.819522	192	3D+	14:14:29	06/09/03	40
-1.350666	51.819423	193	3D+	14:14:30	06/09/03	45
-1.350808	51.819325	194	3D+	14:14:31	06/09/03	48
-1.350951	51.819264	195	3D+	14:14:32	06/09/03	42
-1.351153	51.819235	196	3D+	14:14:33	06/09/03	48
-1.35137	51.819225	197	3D+	14:14:34	06/09/03	52
-1.351586	51.819202	199	3D+	14:14:35	06/09/03	49
-1.351804	51.81921	201	3D+	14:14:36	06/09/03	51
-1.352051	51.819233	202	3D+	14:14:37	06/09/03	56
-1.352313	51.819268	202	3D+	14:14:38	06/09/03	62
-1.352561	51.81934	204	3D+	14:14:39	06/09/03	62
-1.352809	51.819383	204	3D+	14:14:40	06/09/03	63
-1.353057	51.819418	205	3D+	14:14:41	06/09/03	58
-1.353275	51.819453	205	3D+	14:14:42	06/09/03	55
-1.353492	51.819438	205	3D+	14:14:43	06/09/03	51
-1.353636	51.819397	206	3D+	14:14:44	06/09/03	40
-1.353691	51.819319	207	3D+	14:14:45	06/09/03	32
-1.353775	51.819203	207	3D+	14:14:46	06/09/03	45
-1.353902	51.819099	207	3D+	14:14:47	06/09/03	52
-1.354059	51.818995	207	3D+	14:14:48	06/09/03	53
-1.354172	51.818891	207	3D+	14:14:49	06/09/03	50
-1.354255	51.818762	207	3D+	14:14:50	06/09/03	48
-1.354295	51.818634	207	3D+	14:14:51	06/09/03	49
-1.354334	51.818499	207	3D+	14:14:52	06/09/03	49
-1.354315	51.818346	207	3D+	14:14:53	06/09/03	56
-1.354238	51.818201	205	3D+	14:14:54	06/09/03	54
-1.354076	51.818082	204	3D+	14:14:55	06/09/03	53
-1.353839	51.817939	203	3D+	14:14:56	06/09/03	70
-1.353661	51.817777	201	3D+	14:14:57	06/09/03	67
-1.353498	51.81764	199	3D+	14:14:58	06/09/03	60
-1.353334	51.817496	197	3D+	14:14:59	06/09/03	62
-1.353243	51.817345	195	3D+	14:15:00	06/09/03	58
-1.353167	51.817207	193	3D+	14:15:01	06/09/03	52
-1.353119	51.817062	192	3D+	14:15:02	06/09/03	56
-1.353086	51.816911	190	3D+	14:15:03	06/09/03	57
-1.353024	51.81676	188	3D+	14:15:04	06/09/03	60
-1.352919	51.816623	186	3D+	14:15:05	06/09/03	58
-1.352742	51.816511	184	3D+	14:15:06	06/09/03	60
-1.352478	51.816426	183	3D+	14:15:07	06/09/03	64
-1.352143	51.816367	182	3D+	14:15:08	06/09/03	73
-1.351823	51.81632	181	3D+	14:15:09	06/09/03	72
