longitude	latitude
-1.353471	51.822627
-1.353485	51.822589
-1.353483	51.82255
-1.353511	51.822505
-1.353537	51.822396
-1.353534	51.822299
-1.353516	51.822197
-1.353411	51.822083
-1.353263	51.821988
-1.353087	51.821913
-1.352839	51.821889
-1.352607	51.82189
-1.352375	51.821891
-1.352143	51.821917
-1.351911	51.821924
-1.351707	51.821931
-1.351547	51.821911
-1.351413	51.821821
-1.351323	51.821706
-1.351247	51.821603
-1.3512	51.821519
-1.351212	51.82144
-1.351239	51.821381
-1.351311	51.821359
-1.351427	51.821388
-1.351604	51.821489
-1.351824	51.821567
-1.352044	51.821648
-1.352278	51.821702
-1.352482	51.821738
-1.352684	51.821721
-1.352842	51.821668
-1.352968	51.821544
-1.353124	51.821427
-1.353295	51.821323
-1.353451	51.821211
-1.353578	51.821095
-1.353691	51.820971
-1.353788	51.820842
-1.353857	51.820707
-1.353867	51.820572
-1.353848	51.82043
-1.353873	51.820295
-1.353883	51.82016
-1.353937	51.82003
-1.353992	51.819913
-1.354075	51.81979
-1.354188	51.819692
-1.35433	51.8196
-1.354516	51.819521
-1.354732	51.819492
-1.354979	51.819489
-1.355211	51.819486
-1.355442	51.819469
-1.355689	51.819486
-1.355937	51.819516
-1.356171	51.819583
-1.356391	51.819663
-1.356596	51.819756
-1.35676	51.819882
-1.356923	51.820008
-1.357029	51.820167
-1.357034	51.820325
-1.356994	51.820454
-1.356881	51.820556
-1.356694	51.820621
-1.356462	51.820642
-1.356185	51.820611
-1.355923	51.820562
-1.35566	51.820501
-1.355397	51.820445
-1.355148	51.820383
-1.354913	51.820301
-1.354707	51.820212
-1.354516	51.820118
-1.354324	51.82001
-1.354176	51.81991
-1.354071	51.819789
-1.353993	51.819629
-1.353902	51.81947
-1.353795	51.819312
-1.353703	51.819146
-1.35364	51.818986
-1.353636	51.818826
-1.353602	51.818679
-1.35354	51.818545
-1.353391	51.818419
-1.353199	51.818317
-1.352951	51.818237
-1.352702	51.818169
-1.352482	51.818094
-1.352276	51.817999
-1.352069	51.817885
-1.351906	51.817765
-1.351829	51.817617
-1.351694	51.817489
-1.351531	51.817374
-1.351353	51.81726
-1.351175	51.817145
-1.350969	51.817049
-1.350778	51.816972
-1.350586	51.816883
-1.350408	51.816774
-1.350246	51.816672
-1.350082	51.816557
-1.349991	51.81641
-1.349913	51.81626
-1.349879	51.816111
-1.349831	51.815969
-1.349783	51.815838
-1.349692	51.815709
-1.349557	51.815587
-1.34938	51.815503
-1.349131	51.815452
-1.34884	51.815422
-1.348534	51.815397
-1.348243	51.815366
-1.347951	51.815329
-1.347674	51.815286
-1.347382	51.81523
-1.347119	51.815149
-1.346883	51.815035
-1.346733	51.814869
-1.346612	51.814704
-1.346476	51.814525
-1.346355	51.814354
-1.346175	51.814171
-1.345953	51.814006
-1.345759	51.813836
-1.345609	51.813658
-1.345487	51.813474
-1.345366	51.813289
-1.34523	51.813123
-1.345123	51.81295
-1.345031	51.812771
-1.344924	51.812598
-1.344846	51.812407
-1.344825	51.81222
-1.344819	51.812027
-1.344842	51.811827
-1.344895	51.811652
-1.344919	51.811503
-1.344943	51.811348
-1.344851	51.811182
-1.344701	51.811022
-1.344565	51.810868
-1.344444	51.810708
-1.344352	51.810535
-1.344231	51.810363
-1.344037	51.810204
-1.343829	51.810039
-1.343607	51.809882
-1.343327	51.809743
-1.343049	51.809649
-1.342728	51.809594
-1.342407	51.80952
-1.342085	51.80944
-1.341778	51.809359
-1.341484	51.809246
-1.341262	51.809088
-1.341011	51.808949
-1.340732	51.80883
-1.340468	51.808729
-1.340218	51.80863
-1.339969	51.80853
-1.339718	51.808385
-1.339453	51.808235
-1.339202	51.808092
-1.338937	51.807955
-1.338701	51.807806
-1.338509	51.807662
-1.338345	51.807506
-1.33821	51.807349
-1.338147	51.807166
-1.33807	51.806995
-1.33795	51.806838
-1.337801	51.806694
-1.337652	51.80655
-1.337474	51.806431
-1.337297	51.806318
-1.337134	51.806192
-1.336999	51.806065
-1.336894	51.805925
-1.336802	51.805778
-1.336682	51.805631
-1.336532	51.805486
-1.336383	51.805327
-1.336233	51.805163
-1.336069	51.805
-1.335905	51.804829
-1.335755	51.80466
-1.335562	51.804496
-1.335369	51.80434
-1.335161	51.804171
-1.334983	51.804002
-1.334804	51.803827
-1.334668	51.803627
-1.334561	51.803424
-1.33444	51.803231
-1.33429	51.803036
-1.33414	51.802868
-1.333933	51.802707
-1.33374	51.802545
-1.333547	51.802388
-1.333369	51.802219
-1.33319	51.80205
-1.333026	51.801868
-1.332847	51.801699
-1.332668	51.80153
-1.332476	51.801374
-1.332269	51.801236
-1.332091	51.801092
-1.331927	51.800941
-1.331763	51.800795
-1.331557	51.80067
-1.331336	51.800544
-1.331115	51.800457
-1.330895	51.800375
-1.330704	51.800268
-1.330555	51.800153
-1.33042	51.8
-1.330329	51.799865
-1.33031	51.799736
-1.330291	51.799587
-1.330228	51.799444
-1.330137	51.799303
-1.330002	51.799156
-1.329838	51.799016
-1.329675	51.798896
-1.329483	51.798781
-1.329204	51.798693
-1.328911	51.798587
-1.328618	51.798468
-1.328368	51.798349
-1.328189	51.798203
-1.328068	51.798037
-1.328063	51.797845
-1.328071	51.797634
-1.328051	51.797431
-1.328045	51.797228
-1.328039	51.797024
-1.32799	51.796821
-1.327898	51.796639
-1.327835	51.796443
-1.327786	51.796247
-1.327752	51.796046
-1.327761	51.795849
-1.327828	51.795659
-1.327896	51.795474
-1.327978	51.795309
-1.328046	51.795143
-1.328056	51.794984
-1.328037	51.794814
-1.32796	51.794643
-1.327897	51.794467
-1.32782	51.79429
-1.327699	51.794133
-1.327565	51.793988
-1.327401	51.793839
-1.327238	51.793682
-1.327088	51.793531
-1.32691	51.79338
-1.326775	51.793223
-1.32664	51.793059
-1.326548	51.792876
-1.326456	51.792693
-1.326364	51.79251
-1.326258	51.792333
-1.326123	51.792151
-1.325944	51.792
-1.325766	51.791844
-1.325631	51.791681
-1.325496	51.791504
-1.325361	51.791335
-1.325212	51.791178
-1.325048	51.791021
-1.324884	51.790852
-1.324734	51.790682
-1.324599	51.790513
-1.324449	51.790338
-1.324285	51.790156
-1.324121	51.789981
-1.323971	51.789811
-1.323822	51.789642
