Longitude	Latitude	Altitude	Fix	Time	Date	Speed
-1.353564	51.822695	123	3D+	15:40:28	05/07/03	0
-1.353578	51.822688	123	3D+	15:40:29	05/07/03	4
-1.353592	51.822693	124	3D+	15:40:30	05/07/03	6
-1.35365	51.822685	125	3D+	15:40:31	05/07/03	16
-1.353766	51.822702	126	3D+	15:40:32	05/07/03	27
-1.353883	51.822733	126	3D+	15:40:33	05/07/03	31
-1.353972	51.822788	127	3D+	15:40:34	05/07/03	25
-1.354003	51.82287	128	3D+	15:40:35	05/07/03	29
-1.354007	51.822991	129	3D+	15:40:36	05/07/03	41
-1.353969	51.823182	130	3D+	15:40:37	05/07/03	63
-1.353916	51.823374	131	3D+	15:40:38	05/07/03	66
-1.353849	51.823567	130	3D+	15:40:39	05/07/03	69
-1.353724	51.823752	132	3D+	15:40:40	05/07/03	71
-1.353556	51.823934	131	3D+	15:40:41	05/07/03	73
-1.353386	51.824107	133	3D+	15:40:42	05/07/03	73
-1.353232	51.824281	133	3D+	15:40:43	05/07/03	72
-1.353063	51.824449	133	3D+	15:40:44	05/07/03	72
-1.352849	51.824597	134	3D+	15:40:45	05/07/03	72
-1.352636	51.824733	135	3D+	15:40:46	05/07/03	71
-1.352422	51.824876	135	3D+	15:40:47	05/07/03	70
-1.352238	51.825031	136	3D+	15:40:48	05/07/03	71
-1.352083	51.825186	136	3D+	15:40:49	05/07/03	71
-1.351929	51.825353	137	3D+	15:40:50	05/07/03	71
-1.351832	51.825534	136	3D+	15:40:51	05/07/03	72
-1.351794	51.82572	137	3D+	15:40:52	05/07/03	73
-1.351786	51.825918	137	3D+	15:40:53	05/07/03	72
-1.35182	51.82609	137	3D+	15:40:54	05/07/03	68
-1.351868	51.826249	137	3D+	15:40:55	05/07/03	59
-1.351931	51.826402	138	3D+	15:40:56	05/07/03	58
-1.352007	51.826541	139	3D+	15:40:57	05/07/03	57
-1.352142	51.826693	139	3D+	15:40:58	05/07/03	66
-1.352263	51.826851	139	3D+	15:40:59	05/07/03	68
-1.352384	51.82703	139	3D+	15:41:00	05/07/03	74
