Longitude	Latitude	Altitude	Fix	Time	Date	Speed	
-1.353446	51.822627	121	3D+	11:02:05	04/07/03	0
-1.353446	51.82262	122	3D+	11:02:06	04/07/03	6
-1.353474	51.822588	122	3D+	11:02:07	04/07/03	12
-1.353502	51.82258	123	3D+	11:02:08	04/07/03	8
-1.353604	51.822572	123	3D+	11:02:09	04/07/03	22
-1.353735	51.822596	124	3D+	11:02:10	04/07/03	28
-1.353852	51.822652	124	3D+	11:02:11	04/07/03	28
-1.353972	51.822766	124	3D+	11:02:12	04/07/03	46
-1.354078	51.822937	124	3D+	11:02:13	04/07/03	61
-1.354171	51.823129	124	3D+	11:02:14	04/07/03	71
-1.354221	51.823338	125	3D+	11:02:15	04/07/03	72
-1.354213	51.823544	125	3D+	11:02:16	04/07/03	72
-1.35419	51.823754	125	3D+	11:02:17	04/07/03	74
-1.354138	51.823953	126	3D+	11:02:18	04/07/03	71
-1.354129	51.824163	127	3D+	11:02:19	04/07/03	73
-1.354106	51.824369	126	3D+	11:02:20	04/07/03	74
-1.354083	51.824554	127	3D+	11:02:21	04/07/03	68
-1.354	51.82469	126	3D+	11:02:22	04/07/03	52
-1.353858	51.8248	127	3D+	11:02:23	04/07/03	51
-1.353642	51.824871	128	3D+	11:02:24	04/07/03	54
-1.353442	51.824976	128	3D+	11:02:25	04/07/03	60
-1.353258	51.825118	128	3D+	11:02:26	04/07/03	67
-1.353059	51.825248	128	3D+	11:02:27	04/07/03	68
-1.352844	51.825353	128	3D+	11:02:28	04/07/03	62
-1.352659	51.825463	129	3D+	11:02:29	04/07/03	61
-1.352475	51.825606	129	3D+	11:02:30	04/07/03	69
-1.352334	51.825755	128	3D+	11:02:31	04/07/03	68
-1.352266	51.825909	129	3D+	11:02:32	04/07/03	65
-1.3523	51.826068	129	3D+	11:02:33	04/07/03	60
-1.352378	51.826253	129	3D+	11:02:34	04/07/03	72
-1.352398	51.826438	130	3D+	11:02:35	04/07/03	73
-1.35236	51.826629	131	3D+	11:02:36	04/07/03	75
-1.352263	51.826803	131	3D+	11:02:37	04/07/03	74
-1.352137	51.826957	131	3D+	11:02:38	04/07/03	68
-1.351967	51.827092	132	3D+	11:02:39	04/07/03	70
-1.351738	51.82719	133	3D+	11:02:40	04/07/03	70
-1.351522	51.827262	134	3D+	11:02:41	04/07/03	64
-1.35135	51.827352	135	3D+	11:02:42	04/07/03	61
-1.351194	51.827474	136	3D+	11:02:43	04/07/03	67
-1.351067	51.827597	137	3D+	11:02:44	04/07/03	66
-1.351013	51.82773	138	3D+	11:02:45	04/07/03	60
-1.351032	51.827889	139	3D+	11:02:46	04/07/03	65
-1.351051	51.82804	141	3D+	11:02:47	04/07/03	62
-1.351054	51.828166	143	3D+	11:02:48	04/07/03	52
-1.350984	51.828273	145	3D+	11:02:49	04/07/03	50
-1.350855	51.828344	146	3D+	11:02:50	04/07/03	47
-1.350697	51.828387	149	3D+	11:02:51	04/07/03	44
-1.350507	51.828368	150	3D+	11:02:52	04/07/03	47
-1.350331	51.828315	154	3D+	11:02:53	04/07/03	46
-1.350154	51.828232	156	3D+	11:02:54	04/07/03	48
-1.350019	51.828122	158	3D+	11:02:55	04/07/03	46
-1.349913	51.827985	161	3D+	11:02:56	04/07/03	52
-1.34975	51.827883	162	3D+	11:02:57	04/07/03	50
-1.349558	51.827787	164	3D+	11:02:58	04/07/03	55
-1.349353	51.827718	165	3D+	11:02:59	04/07/03	57
-1.349119	51.827679	167	3D+	11:03:00	04/07/03	57
-1.348959	51.827687	168	3D+	11:03:01	04/07/03	43
-1.348831	51.827757	170	3D+	11:03:02	04/07/03	42
-1.34879	51.827853	170	3D+	11:03:03	04/07/03	32
-1.348736	51.827994	171	3D+	11:03:04	04/07/03	51
-1.348638	51.828134	172	3D+	11:03:05	04/07/03	54
-1.348526	51.828263	172	3D+	11:03:06	04/07/03	56
-1.348369	51.828353	173	3D+	11:03:07	04/07/03	53
-1.34818	51.828361	174	3D+	11:03:08	04/07/03	51
-1.348019	51.828311	175	3D+	11:03:09	04/07/03	48
-1.347899	51.82819	175	3D+	11:03:10	04/07/03	51
-1.347851	51.828048	176	3D+	11:03:11	04/07/03	49
-1.34789	51.827888	176	3D+	11:03:12	04/07/03	50
-1.348045	51.827733	175	3D+	11:03:13	04/07/03	54
-1.348273	51.827596	176	3D+	11:03:14	04/07/03	57
-1.348503	51.827505	175	3D+	11:03:15	04/07/03	49
-1.348734	51.827471	174	3D+	11:03:16	04/07/03	39
-1.348953	51.827508	174	3D+	11:03:17	04/07/03	36
