Longitude	Latitude	Altitude	Fix	Time	Date	Speed	
-1.353417	51.822698	133	3D+	14:52:18	03/31/2003	0
-1.353432	51.822705	132	3D+	14:52:19	03/31/2003	1
-1.353432	51.822705	132	3D+	14:52:20	03/31/2003	0
-1.353432	51.822705	132	3D+	14:52:21	03/31/2003	1
-1.35359	51.822684	133	3D+	14:52:42	03/31/2003	0
-1.35359	51.822684	133	3D+	14:52:43	03/31/2003	1
-1.353575	51.822664	133	3D+	14:52:44	03/31/2003	5
-1.353546	51.822652	133	3D+	14:52:45	03/31/2003	7
-1.353502	51.822633	133	3D+	14:52:46	03/31/2003	9
-1.353429	51.822614	134	3D+	14:52:47	03/31/2003	17
-1.353311	51.822578	133	3D+	14:52:48	03/31/2003	26
-1.353136	51.82254	134	3D+	14:52:49	03/31/2003	42
-1.352888	51.822478	134	3D+	14:52:50	03/31/2003	57
-1.35264	51.822454	135	3D+	14:52:51	03/31/2003	56
-1.352364	51.822431	136	3D+	14:52:52	03/31/2003	60
-1.352102	51.822427	136	3D+	14:52:53	03/31/2003	59
-1.35187	51.822441	137	3D+	14:52:54	03/31/2003	54
-1.351698	51.822493	138	3D+	14:52:55	03/31/2003	45
-1.351599	51.822595	139	3D+	14:52:56	03/31/2003	46
-1.351516	51.822742	140	3D+	14:52:57	03/31/2003	58
-1.351477	51.822907	142	3D+	14:52:58	03/31/2003	60
-1.351453	51.823085	143	3D+	14:52:59	03/31/2003	65
-1.351459	51.823276	144	3D+	14:53:00	03/31/2003	69
-1.351507	51.823454	145	3D+	14:53:01	03/31/2003	65
-1.351599	51.823611	147	3D+	14:53:02	03/31/2003	60
-1.351747	51.82373	148	3D+	14:53:03	03/31/2003	56
-1.351925	51.823861	149	3D+	14:53:04	03/31/2003	58
-1.352058	51.823973	151	3D+	14:53:05	03/31/2003	49
-1.352177	51.824091	153	3D+	14:53:06	03/31/2003	49
-1.352254	51.824223	154	3D+	14:53:07	03/31/2003	50
-1.352257	51.82435	156	3D+	14:53:08	03/31/2003	52
-1.352174	51.824477	158	3D+	14:53:09	03/31/2003	51
-1.352031	51.82456	159	3D+	14:53:10	03/31/2003	45
-1.351858	51.8246	160	3D+	14:53:11	03/31/2003	40
-1.351654	51.824606	162	3D+	14:53:12	03/31/2003	43
-1.351406	51.824569	162	3D+	14:53:13	03/31/2003	51
-1.351172	51.824506	164	3D+	14:53:14	03/31/2003	52
-1.350966	51.824417	165	3D+	14:53:15	03/31/2003	50
-1.350788	51.824302	166	3D+	14:53:16	03/31/2003	48
-1.350668	51.824168	168	3D+	14:53:17	03/31/2003	46
-1.350634	51.824026	169	3D+	14:53:18	03/31/2003	44
-1.35066	51.823916	170	3D+	14:53:19	03/31/2003	31
