Longitude	Latitude	Altitude	Fix	Time	Date	Speed
-1.353271	51.822604	120	3D+	13:29:25	05/12/2003	0
-1.3533	51.82259	122	3D+	13:29:26	05/12/2003	9
-1.353328	51.822577	122	3D+	13:29:27	05/12/2003	6
-1.353372	51.822582	122	3D+	13:29:28	05/12/2003	5
-1.353444	51.822581	122	3D+	13:29:29	05/12/2003	15
-1.353546	51.822591	124	3D+	13:29:30	05/12/2003	20
-1.353663	51.822622	124	3D+	13:29:31	05/12/2003	28
-1.353766	51.822691	124	3D+	13:29:32	05/12/2003	29
-1.353871	51.822798	125	3D+	13:29:33	05/12/2003	40
-1.353947	51.822918	126	3D+	13:29:34	05/12/2003	44
-1.354024	51.823064	126	3D+	13:29:35	05/12/2003	49
-1.354116	51.823229	127	3D+	13:29:36	05/12/2003	58
-1.354194	51.82342	127	3D+	13:29:37	05/12/2003	64
-1.354243	51.823592	127	3D+	13:29:38	05/12/2003	60
-1.354247	51.823758	128	3D+	13:29:39	05/12/2003	54
-1.354209	51.823943	128	3D+	13:29:40	05/12/2003	59
-1.35407	51.824123	129	3D+	13:29:41	05/12/2003	68
-1.353901	51.824303	130	3D+	13:29:42	05/12/2003	70
-1.353717	51.824477	131	3D+	13:29:43	05/12/2003	72
-1.353519	51.824652	131	3D+	13:29:44	05/12/2003	74
-1.353292	51.824813	132	3D+	13:29:45	05/12/2003	77
-1.353064	51.824987	133	3D+	13:29:46	05/12/2003	77
-1.352896	51.825167	134	3D+	13:29:47	05/12/2003	76
-1.352712	51.825353	136	3D+	13:29:48	05/12/2003	76
-1.352543	51.825526	137	3D+	13:29:49	05/12/2003	78
-1.35236	51.825719	138	3D+	13:29:50	05/12/2003	80
-1.352177	51.825912	139	3D+	13:29:51	05/12/2003	83
-1.351994	51.82611	141	3D+	13:29:52	05/12/2003	84
-1.351869	51.826315	142	3D+	13:29:53	05/12/2003	83
-1.35173	51.826515	142	3D+	13:29:54	05/12/2003	84
-1.351562	51.826727	143	3D+	13:29:55	05/12/2003	89
-1.351394	51.826934	142	3D+	13:29:56	05/12/2003	89
-1.35127	51.827146	143	3D+	13:29:57	05/12/2003	87
-1.351175	51.827365	143	3D+	13:29:58	05/12/2003	88
-1.351153	51.827608	143	3D+	13:29:59	05/12/2003	93
-1.35116	51.827845	143	3D+	13:30:00	05/12/2003	91
-1.351153	51.828095	143	3D+	13:30:01	05/12/2003	99
-1.351146	51.828332	142	3D+	13:30:02	05/12/2003	96
-1.351138	51.828563	142	3D+	13:30:03	05/12/2003	94
-1.351116	51.82878	142	3D+	13:30:04	05/12/2003	89
-1.351034	51.828967	143	3D+	13:30:05	05/12/2003	82
-1.350923	51.829115	142	3D+	13:30:06	05/12/2003	75
-1.350753	51.829239	142	3D+	13:30:07	05/12/2003	71
-1.350523	51.829343	143	3D+	13:30:08	05/12/2003	76
-1.350265	51.829429	143	3D+	13:30:09	05/12/2003	76
-1.349975	51.829468	145	3D+	13:30:10	05/12/2003	73
-1.349729	51.829489	145	3D+	13:30:11	05/12/2003	61
-1.349525	51.829472	146	3D+	13:30:12	05/12/2003	45
-1.349321	51.829435	146	3D+	13:30:13	05/12/2003	42
-1.349144	51.829335	146	3D+	13:30:14	05/12/2003	39
-1.348935	51.829163	147	3D+	13:30:15	05/12/2003	60
-1.348727	51.828973	147	3D+	13:30:16	05/12/2003	68
-1.348518	51.828788	148	3D+	13:30:17	05/12/2003	68
-1.348338	51.828622	150	3D+	13:30:18	05/12/2003	60
-1.348174	51.828469	151	3D+	13:30:19	05/12/2003	56
-1.347966	51.828316	153	3D+	13:30:20	05/12/2003	64
-1.347744	51.828169	154	3D+	13:30:21	05/12/2003	64
-1.347563	51.827983	156	3D+	13:30:22	05/12/2003	67
-1.347397	51.827766	157	3D+	13:30:23	05/12/2003	75
-1.347203	51.827594	158	3D+	13:30:24	05/12/2003	69
-1.347023	51.827415	160	3D+	13:30:25	05/12/2003	63
