Longitude	Latitude	Altitude	Fix	Time	Date	Speed	
-1.353399	51.822668	143	3D+	14:37:56	02/27/2003	0
-1.353399	51.822668	143	3D+	14:37:57	02/27/2003	2
-1.353428	51.822668	143	3D+	14:37:58	02/27/2003	40
-1.353356	51.822726	149	3D+	14:37:59	02/27/2003	25
-1.353382	51.822647	151	3D+	14:38:00	02/27/2003	12
-1.353309	51.822641	152	3D+	14:38:01	02/27/2003	10
-1.353028	51.822452	152	3D+	14:38:02	02/27/2003	37
-1.352868	51.822421	152	3D+	14:38:03	02/27/2003	39
-1.352693	51.822391	152	3D+	14:38:04	02/27/2003	40
-1.352556	51.822175	152	3D+	14:38:05	02/27/2003	48
-1.352481	51.822098	152	3D+	14:38:06	02/27/2003	44
-1.352478	51.821996	152	3D+	14:38:07	02/27/2003	42
-1.352475	51.821893	152	3D+	14:38:08	02/27/2003	37
-1.352748	51.821808	152	3D+	14:38:09	02/27/2003	53
-1.352993	51.821779	152	3D+	14:38:10	02/27/2003	49
-1.3533	51.821828	151	3D+	14:38:11	02/27/2003	70
-1.353533	51.821883	152	3D+	14:38:12	02/27/2003	67
-1.353781	51.821925	152	3D+	14:38:13	02/27/2003	65
-1.354085	51.821889	152	3D+	14:38:14	02/27/2003	71
-1.354331	51.821874	153	3D+	14:38:15	02/27/2003	70
-1.354591	51.82184	152	3D+	14:38:16	02/27/2003	69
-1.354717	51.821678	152	3D+	14:38:17	02/27/2003	71
-1.354932	51.821599	152	3D+	14:38:18	02/27/2003	61
-1.354944	51.821503	152	3D+	14:38:19	02/27/2003	42
-1.354868	51.821403	150	3D+	14:38:20	02/27/2003	44
-1.354835	51.82125	150	3D+	14:38:21	02/27/2003	44
-1.35476	51.821156	149	3D+	14:38:22	02/27/2003	39
-1.354509	51.821013	148	3D+	14:38:23	02/27/2003	65
-1.354247	51.821002	149	3D+	14:38:24	02/27/2003	59
-1.353928	51.821005	148	3D+	14:38:25	02/27/2003	58
-1.35371	51.820988	149	3D+	14:38:26	02/27/2003	58
-1.353462	51.820952	149	3D+	14:38:27	02/27/2003	58
-1.353243	51.820877	149	3D+	14:38:28	02/27/2003	61
-1.353224	51.820724	149	3D+	14:38:29	02/27/2003	67
-1.353277	51.820563	149	3D+	14:38:30	02/27/2003	68
-1.353461	51.820427	149	3D+	14:38:31	02/27/2003	67
-1.353649	51.820387	149	3D+	14:38:32	02/27/2003	56
-1.353952	51.820338	150	3D+	14:38:33	02/27/2003	53
-1.354171	51.8204	149	3D+	14:38:34	02/27/2003	55
-1.354391	51.820468	150	3D+	14:38:35	02/27/2003	52
-1.354626	51.820568	150	3D+	14:38:36	02/27/2003	51
-1.354818	51.820693	150	3D+	14:38:37	02/27/2003	57
-1.354925	51.820872	150	3D+	14:38:38	02/27/2003	57
-1.354786	51.821053	149	3D+	14:38:39	02/27/2003	44
-1.354614	51.821131	150	3D+	14:38:40	02/27/2003	30
-1.354399	51.821216	150	3D+	14:38:41	02/27/2003	40
-1.354285	51.821282	150	3D+	14:38:42	02/27/2003	0
-1.354284	51.821275	150	3D+	14:38:43	02/27/2003	1
-1.354298	51.821262	150	3D+	14:38:44	02/27/2003	4
-1.354326	51.821229	150	3D+	14:38:45	02/27/2003	12
-1.3539	51.821042	150	3D+	14:38:46	02/27/2003	69
-1.353703	51.820749	150	3D+	14:38:47	02/27/2003	88
-1.353522	51.820521	150	3D+	14:38:48	02/27/2003	81
-1.353342	51.820337	151	3D+	14:38:49	02/27/2003	65
-1.353179	51.820229	151	3D+	14:38:50	02/27/2003	57
-1.353002	51.820132	154	3D+	14:38:51	02/27/2003	53
-1.352925	51.819997	155	3D+	14:38:52	02/27/2003	50
-1.352893	51.819906	157	3D+	14:38:53	02/27/2003	50
-1.352859	51.81977	158	3D+	14:38:54	02/27/2003	50
-1.352884	51.819634	160	3D+	14:38:55	02/27/2003	48
-1.352923	51.819504	161	3D+	14:38:56	02/27/2003	49
-1.353006	51.819368	162	3D+	14:38:57	02/27/2003	46
-1.353089	51.819238	163	3D+	14:38:58	02/27/2003	49
-1.353115	51.819122	163	3D+	14:38:59	02/27/2003	50
-1.353256	51.819018	163	3D+	14:39:00	02/27/2003	48
-1.353297	51.818903	163	3D+	14:39:01	02/27/2003	48
-1.35325	51.818794	164	3D+	14:39:02	02/27/2003	48
-1.353132	51.81875	164	3D+	14:39:03	02/27/2003	33
-1.352913	51.818688	164	3D+	14:39:04	02/27/2003	44
-1.352612	51.818819	164	3D+	14:39:05	02/27/2003	51
-1.352416	51.819052	164	3D+	14:39:06	02/27/2003	66
-1.352245	51.819169	164	3D+	14:39:07	02/27/2003	70
-1.352104	51.819286	164	3D+	14:39:08	02/27/2003	71
-1.352007	51.819465	165	3D+	14:39:09	02/27/2003	76
-1.351926	51.819639	165	3D+	14:39:10	02/27/2003	69
-1.3518	51.819794	164	3D+	14:39:11	02/27/2003	72
-1.351571	51.8199	164	3D+	14:39:12	02/27/2003	62
-1.3514	51.820017	164	3D+	14:39:13	02/27/2003	52
