Longitude	Latitude	Altitude	Fix	Time	Date	Speed
-1.353488	51.82266	132	3D+	10:56:30	04/07/03	0
-1.353488	51.82266	132	3D+	10:56:31	04/07/03	1
-1.353517	51.822647	132	3D+	10:56:32	04/07/03	8
-1.353546	51.822634	132	3D+	10:56:33	04/07/03	10
-1.353617	51.822608	132	3D+	10:56:34	04/07/03	18
-1.353747	51.822576	131	3D+	10:56:35	04/07/03	31
-1.353933	51.822476	132	3D+	10:56:36	04/07/03	56
-1.354162	51.822378	131	3D+	10:56:37	04/07/03	60
-1.354407	51.822318	131	3D+	10:56:38	04/07/03	61
-1.354667	51.82229	131	3D+	10:56:39	04/07/03	62
-1.354927	51.82228	132	3D+	10:56:40	04/07/03	59
-1.355174	51.822289	133	3D+	10:56:41	04/07/03	54
-1.355407	51.822319	133	3D+	10:56:42	04/07/03	55
-1.355598	51.82238	134	3D+	10:56:43	04/07/03	52
-1.355745	51.822461	134	3D+	10:56:44	04/07/03	46
-1.355791	51.822562	136	3D+	10:56:45	04/07/03	40
-1.355751	51.82267	136	3D+	10:56:46	04/07/03	37
-1.355621	51.822715	137	3D+	10:56:47	04/07/03	29
-1.355491	51.822747	138	3D+	10:56:48	04/07/03	23
-1.355345	51.822715	140	3D+	10:56:49	04/07/03	27
-1.355212	51.822625	141	3D+	10:56:50	04/07/03	42
-1.35502	51.822543	142	3D+	10:56:51	04/07/03	45
-1.354843	51.822447	144	3D+	10:56:52	04/07/03	51
-1.354695	51.822364	145	3D+	10:56:53	04/07/03	43
-1.354575	51.822243	146	3D+	10:56:54	04/07/03	47
-1.354513	51.822084	146	3D+	10:56:55	04/07/03	59
-1.354435	51.82193	146	3D+	10:56:56	04/07/03	55
-1.354359	51.821802	147	3D+	10:56:57	04/07/03	48
-1.35424	51.821707	148	3D+	10:56:58	04/07/03	43
-1.354105	51.821591	149	3D+	10:56:59	04/07/03	51
-1.353999	51.821456	151	3D+	10:57:00	04/07/03	55
-1.353908	51.821316	152	3D+	10:57:01	04/07/03	56
-1.353817	51.821187	153	3D+	10:57:02	04/07/03	53
-1.353712	51.821072	154	3D+	10:57:03	04/07/03	49
-1.353578	51.820988	156	3D+	10:57:04	04/07/03	41
-1.353373	51.820944	158	3D+	10:57:05	04/07/03	46
-1.353156	51.820945	159	3D+	10:57:06	04/07/03	48
-1.352937	51.82092	160	3D+	10:57:07	04/07/03	49
-1.352718	51.820889	161	3D+	10:57:08	04/07/03	47
-1.352513	51.82085	163	3D+	10:57:09	04/07/03	50
-1.35228	51.820832	165	3D+	10:57:10	04/07/03	51
-1.352063	51.820833	166	3D+	10:57:11	04/07/03	48
-1.351847	51.820891	167	3D+	10:57:12	04/07/03	53
-1.351675	51.820994	168	3D+	10:57:13	04/07/03	55
-1.351504	51.82111	170	3D+	10:57:14	04/07/03	58
-1.351363	51.821232	171	3D+	10:57:15	04/07/03	54
-1.351294	51.821361	171	3D+	10:57:16	04/07/03	51
-1.351327	51.821481	172	3D+	10:57:17	04/07/03	46
-1.35143	51.821552	171	3D+	10:57:18	04/07/03	31
-1.351591	51.821577	170	3D+	10:57:19	04/07/03	29
-1.351721	51.82155	169	3D+	10:57:20	04/07/03	12
-1.351835	51.821467	168	3D+	10:57:21	04/07/03	20
