Longitude	Latitude	Altitude	Fix	Time	Date	Speed
-1.353431	51.822663	129	3D+	13:52:00	04/08/03	0
-1.353431	51.822663	129	3D+	13:52:01	04/08/03	1
-1.353445	51.822651	129	3D+	13:52:02	04/08/03	6
-1.353488	51.822638	129	3D+	13:52:03	04/08/03	10
-1.353545	51.822598	130	3D+	13:52:04	04/08/03	21
-1.353659	51.822526	130	3D+	13:52:05	04/08/03	34
-1.353859	51.822434	130	3D+	13:52:06	04/08/03	57
-1.354015	51.82231	131	3D+	13:52:07	04/08/03	55
-1.354156	51.822193	131	3D+	13:52:08	04/08/03	50
-1.354255	51.822095	132	3D+	13:52:09	04/08/03	40
-1.354309	51.821985	133	3D+	13:52:10	04/08/03	38
-1.35432	51.82187	133	3D+	13:52:11	04/08/03	38
-1.354259	51.821748	133	3D+	13:52:12	04/08/03	43
-1.354168	51.82164	134	3D+	13:52:13	04/08/03	39
-1.354049	51.821557	134	3D+	13:52:14	04/08/03	37
-1.353931	51.821493	135	3D+	13:52:15	04/08/03	27
-1.353815	51.821481	136	3D+	13:52:16	04/08/03	20
-1.353655	51.821468	137	3D+	13:52:17	04/08/03	30
-1.35345	51.821419	138	3D+	13:52:18	04/08/03	41
-1.353245	51.821375	139	3D+	13:52:19	04/08/03	44
-1.353055	51.821312	139	3D+	13:52:20	04/08/03	46
-1.352878	51.821236	141	3D+	13:52:21	04/08/03	47
-1.352673	51.821173	141	3D+	13:52:22	04/08/03	47
-1.352482	51.821104	142	3D+	13:52:23	04/08/03	49
-1.352305	51.821021	143	3D+	13:52:24	04/08/03	51
-1.352143	51.820926	144	3D+	13:52:25	04/08/03	50
-1.352009	51.820831	145	3D+	13:52:26	04/08/03	46
-1.351962	51.820702	146	3D+	13:52:27	04/08/03	51
-1.351899	51.820561	147	3D+	13:52:28	04/08/03	59
-1.351837	51.820433	148	3D+	13:52:29	04/08/03	53
-1.351761	51.82033	149	3D+	13:52:30	04/08/03	44
-1.351658	51.820273	149	3D+	13:52:31	04/08/03	32
-1.351512	51.820266	151	3D+	13:52:32	04/08/03	29
-1.351325	51.820312	152	3D+	13:52:33	04/08/03	43
-1.351123	51.820376	154	3D+	13:52:34	04/08/03	46
-1.350907	51.820422	155	3D+	13:52:35	04/08/03	45
-1.350691	51.820475	155	3D+	13:52:36	04/08/03	48
-1.350489	51.820526	157	3D+	13:52:37	04/08/03	48
-1.350287	51.820597	159	3D+	13:52:38	04/08/03	47
-1.350144	51.82068	160	3D+	13:52:39	04/08/03	43
-1.350033	51.820827	161	3D+	13:52:40	04/08/03	55
-1.349964	51.820981	162	3D+	13:52:41	04/08/03	52
-1.349924	51.821102	163	3D+	13:52:42	04/08/03	43
-1.349869	51.821216	164	3D+	13:52:43	04/08/03	41
-1.349785	51.821313	165	3D+	13:52:44	04/08/03	37
-1.349641	51.821358	166	3D+	13:52:45	04/08/03	36
-1.349511	51.821365	167	3D+	13:52:46	04/08/03	32
-1.34935	51.821327	167	3D+	13:52:47	04/08/03	37
-1.349187	51.821232	168	3D+	13:52:48	04/08/03	47
-1.349025	51.821144	168	3D+	13:52:49	04/08/03	49
-1.348834	51.821056	168	3D+	13:52:50	04/08/03	53
-1.348629	51.821007	169	3D+	13:52:51	04/08/03	49
-1.348455	51.820989	169	3D+	13:52:52	04/08/03	40
-1.348324	51.821009	170	3D+	13:52:53	04/08/03	30
-1.348224	51.821048	170	3D+	13:52:54	04/08/03	29
-1.34811	51.821118	172	3D+	13:52:55	04/08/03	35
-1.347967	51.821204	170	3D+	13:52:56	04/08/03	46
-1.347797	51.821314	171	3D+	13:52:57	04/08/03	55
-1.347639	51.821391	172	3D+	13:52:58	04/08/03	48
-1.347496	51.821469	173	3D+	13:52:59	04/08/03	41
-1.347367	51.821528	173	3D+	13:53:00	04/08/03	36
-1.347179	51.821535	173	3D+	13:53:01	04/08/03	43
-1.346975	51.821516	175	3D+	13:53:02	04/08/03	45
-1.346799	51.821461	175	3D+	13:53:03	04/08/03	47
-1.346623	51.821386	175	3D+	13:53:04	04/08/03	51
-1.34646	51.821285	175	3D+	13:53:05	04/08/03	56
-1.346341	51.821177	175	3D+	13:53:06	04/08/03	48
-1.346235	51.821043	176	3D+	13:53:07	04/08/03	58
-1.346101	51.82093	175	3D+	13:53:08	04/08/03	57
-1.345967	51.820803	175	3D+	13:53:09	04/08/03	59
-1.345876	51.820657	175	3D+	13:53:10	04/08/03	59
-1.345756	51.820518	174	3D+	13:53:11	04/08/03	59
-1.345636	51.820397	175	3D+	13:53:12	04/08/03	57
-1.345517	51.820284	175	3D+	13:53:13	04/08/03	52
-1.345398	51.820182	175	3D+	13:53:14	04/08/03	49
-1.34528	51.820126	174	3D+	13:53:15	04/08/03	36
-1.345134	51.820108	175	3D+	13:53:16	04/08/03	34
-1.344917	51.820122	176	3D+	13:53:17	04/08/03	49
-1.3447	51.820155	177	3D+	13:53:18	04/08/03	50
-1.34447	51.820215	177	3D+	13:53:19	04/08/03	56
-1.344225	51.820281	177	3D+	13:53:20	04/08/03	59
-1.34398	51.820334	178	3D+	13:53:21	04/08/03	59
-1.343719	51.820356	179	3D+	13:53:22	04/08/03	62
-1.343472	51.820357	180	3D+	13:53:23	04/08/03	59
-1.343253	51.82032	180	3D+	13:53:24	04/08/03	52
-1.343049	51.820296	181	3D+	13:53:25	04/08/03	52
-1.342845	51.820271	182	3D+	13:53:26	04/08/03	49
-1.342656	51.820259	183	3D+	13:53:27	04/08/03	44
-1.34244	51.820293	184	3D+	13:53:28	04/08/03	54
-1.342208	51.820313	185	3D+	13:53:29	04/08/03	55
-1.341991	51.820328	185	3D+	13:53:30	04/08/03	52
-1.341788	51.820342	186	3D+	13:53:31	04/08/03	51
-1.341555	51.820337	186	3D+	13:53:32	04/08/03	58
-1.341309	51.820333	187	3D+	13:53:33	04/08/03	59
-1.341076	51.820316	187	3D+	13:53:34	04/08/03	57
-1.340858	51.820293	186	3D+	13:53:35	04/08/03	56
-1.340611	51.820271	186	3D+	13:53:36	04/08/03	59
-1.340378	51.820272	187	3D+	13:53:37	04/08/03	59
-1.340146	51.820268	187	3D+	13:53:38	04/08/03	57
-1.339914	51.820276	188	3D+	13:53:39	04/08/03	57
-1.339667	51.820272	188	3D+	13:53:40	04/08/03	59
-1.33942	51.820267	189	3D+	13:53:41	04/08/03	59
-1.339232	51.820257	188	3D+	13:53:42	04/08/03	47
-1.339056	51.82022	189	3D+	13:53:43	04/08/03	45
-1.338836	51.820139	189	3D+	13:53:44	04/08/03	60
-1.338588	51.820065	189	3D+	13:53:45	04/08/03	65
-1.338339	51.820003	189	3D+	13:53:46	04/08/03	67
-1.33812	51.819948	189	3D+	13:53:47	04/08/03	58
-1.3379	51.81988	188	3D+	13:53:48	04/08/03	58
-1.337709	51.819787	188	3D+	13:53:49	04/08/03	60
-1.337489	51.819694	187	3D+	13:53:50	04/08/03	66
-1.337269	51.819614	186	3D+	13:53:51	04/08/03	65
-1.337036	51.819572	186	3D+	13:53:52	04/08/03	64
-1.336788	51.819524	185	3D+	13:53:53	04/08/03	61
-1.336555	51.819494	185	3D+	13:53:54	04/08/03	61
-1.336308	51.819465	185	3D+	13:53:55	04/08/03	62
-1.33606	51.81943	184	3D+	13:53:56	04/08/03	64
-1.335842	51.8194	185	3D+	13:53:57	04/08/03	58
-1.335651	51.819332	184	3D+	13:53:58	04/08/03	58
-1.335488	51.819206	184	3D+	13:53:59	04/08/03	62
-1.335311	51.819105	184	3D+	13:54:00	04/08/03	63
-1.33512	51.819025	183	3D+	13:54:01	04/08/03	61
-1.334943	51.818931	182	3D+	13:54:02	04/08/03	60
-1.334766	51.818831	182	3D+	13:54:03	04/08/03	61
-1.334604	51.818712	181	3D+	13:54:04	04/08/03	63
-1.334441	51.818599	181	3D+	13:54:05	04/08/03	62
-1.334278	51.818486	181	3D+	13:54:06	04/08/03	60
-1.334129	51.81836	180	3D+	13:54:07	04/08/03	61
-1.333995	51.818221	180	3D+	13:54:08	04/08/03	64
-1.33386	51.818089	178	3D+	13:54:09	04/08/03	61
-1.333712	51.817963	178	3D+	13:54:10	04/08/03	63
-1.33355	51.817876	177	3D+	13:54:11	04/08/03	55
-1.333316	51.817809	176	3D+	13:54:12	04/08/03	63
-1.333083	51.817761	175	3D+	13:54:13	04/08/03	63
-1.332821	51.817726	175	3D+	13:54:14	04/08/03	65
-1.33256	51.817724	173	3D+	13:54:15	04/08/03	64
-1.332313	51.817701	173	3D+	13:54:16	04/08/03	63
-1.332065	51.817659	173	3D+	13:54:17	04/08/03	62
-1.331803	51.817637	172	3D+	13:54:18	04/08/03	64
-1.331556	51.817602	171	3D+	13:54:19	04/08/03	62
-1.331322	51.817559	171	3D+	13:54:20	04/08/03	58
-1.331104	51.817511	170	3D+	13:54:21	04/08/03	62
-1.330885	51.817474	171	3D+	13:54:22	04/08/03	54
-1.330652	51.817459	170	3D+	13:54:23	04/08/03	60
-1.330436	51.817499	170	3D+	13:54:24	04/08/03	56
-1.330219	51.817527	170	3D+	13:54:25	04/08/03	55
-1.329987	51.817517	170	3D+	13:54:26	04/08/03	58
-1.329754	51.817482	169	3D+	13:54:27	04/08/03	60
-1.329549	51.817414	169	3D+	13:54:28	04/08/03	60
-1.329387	51.81732	168	3D+	13:54:29	04/08/03	61
-1.32921	51.81722	168	3D+	13:54:30	04/08/03	61
-1.329019	51.817134	167	3D+	13:54:31	04/08/03	61
-1.328814	51.817053	166	3D+	13:54:32	04/08/03	63
